Performance da campanha
1 de janeiro de 2026 - 8 de setembro de 2026
Campanha,Estado da campanha,Tipo de campanha,ID da campanha,Dia,Cliques,Impr.,CTR,Código da moeda,CPC méd.,Custo,Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.,Resultados,Ligações telefônicas,CPM méd. visível,CTR visível,Visitas à loja (baseada em dados),Impr. visíveis,Parcela de cliques,Cliques orgânicos,Listagens orgânicas
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-18,37,778,"4,76%",BRL,"0,98","36,10","14,00",0,"2,58","37,84%","Contato: 7,00; Outro: 7,00; Engajamento: 44,00; Ver rotas: 7,00; Visualização de página: 4,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-01-16,36,823,"4,37%",BRL,"0,33","11,80","8,00",0,"1,47","22,22%","Contato: 4,00; Outro: 4,00; Engajamento: 2,00; Ver rotas: 2,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-28,36,872,"4,13%",BRL,"0,97","34,98","11,00",0,"3,18","30,56%","Contato: 7,00; Outro: 4,00; Engajamento: 28,00; Ver rotas: 2,00; Leads de mensagens: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-03,36,1.002,"3,59%",BRL,"0,74","26,55","12,00",0,"2,21","33,33%","Contato: 6,00; Outro: 6,00; Engajamento: 25,00; Ver rotas: 1,00; Visualização de página: 2,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-12,36,876,"4,11%",BRL,"0,86","30,82","14,00",0,"2,20","38,89%","Contato: 8,00; Outro: 5,00; Engajamento: 58,00; Visualização de página: 5,00; Lead telefônico: 1,00",2,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-03-16,35,868,"4,03%",BRL,"0,33","11,56","3,00",0,"3,85","8,57%","Contato: 3,00; Engajamento: 20,00; Ver rotas: 5,00; Visualização de página: 5,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-03-28,35,541,"6,47%",BRL,"0,90","31,63","5,00",0,"6,33","14,29%","Contato: 3,00; Outro: 2,00; Engajamento: 7,00; Ver rotas: 1,00; Visita à loja: 1,00",3,0,0,"1,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-24,35,860,"4,07%",BRL,"0,83","29,12","16,00",0,"1,82","45,71%","Contato: 9,00; Outro: 7,00; Engajamento: 42,00; Ver rotas: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-18,35,989,"3,54%",BRL,"0,92","32,30","9,98",0,"3,24","28,51%","Contato: 6,00; Outro: 3,98; Engajamento: 23,00; Leads de mensagens: 1,00",2,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-29,35,942,"3,72%",BRL,"0,97","33,79","6,00",0,"5,63","17,14%","Contato: 3,00; Outro: 3,00; Engajamento: 26,00; Ver rotas: 1,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-29,34,831,"4,09%",BRL,"0,75","25,44","24,98",0,"1,02","73,47%","Contato: 14,00; Outro: 10,98; Engajamento: 2,00; Ver rotas: 2,00; Visualização de página: 4,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-29,34,816,"4,17%",BRL,"0,89","30,24","8,00",0,"3,78","23,53%","Contato: 4,00; Outro: 4,00; Engajamento: 21,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-09,34,747,"4,55%",BRL,"1,07","36,47","18,02",0,"2,02","53,00%","Contato: 10,00; Outro: 8,02; Engajamento: 4,00; Ver rotas: 1,00; Visualização de página: 2,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-17,33,1.010,"3,27%",BRL,"0,76","25,24","18,02",0,"1,40","54,59%","Contato: 9,00; Outro: 9,02; Engajamento: 14,00; Ver rotas: 1,00; Visualização de página: 2,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-01,33,879,"3,75%",BRL,"0,93","30,70","8,00",0,"3,84","24,24%","Contato: 4,00; Outro: 4,00; Engajamento: 7,00; Ver rotas: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-02,33,655,"5,04%",BRL,"0,91","29,93","2,00",0,"14,96","6,06%","Contato: 1,00; Outro: 1,00; Ver rotas: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-12,33,791,"4,17%",BRL,"1,00","32,93","8,00",0,"4,12","24,24%","Contato: 4,00; Outro: 4,00; Engajamento: 1,00; Ver rotas: 1,00; Leads de mensagens: 1,00; Visualização de página: 2,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-15,33,687,"4,80%",BRL,"0,98","32,21","25,00",0,"1,29","75,76%","Contato: 13,00; Outro: 12,00; Engajamento: 14,00; Ver rotas: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-01,33,932,"3,54%",BRL,"0,78","25,84","3,98",0,"6,49","12,07%","Contato: 2,00; Outro: 1,98; Engajamento: 19,00; Ver rotas: 3,00; Leads de mensagens: 1,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-16,33,856,"3,86%",BRL,"0,74","24,39","13,98",0,"1,74","42,36%","Contato: 7,00; Outro: 6,98; Engajamento: 2,00; Ver rotas: 2,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-23,33,919,"3,59%",BRL,"0,67","21,98","2,00",0,"10,99","6,06%","Contato: 1,00; Outro: 1,00; Engajamento: 5,00; Ver rotas: 2,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-25,33,712,"4,63%",BRL,"0,50","16,55","2,00",0,"8,28","6,06%","Contato: 1,00; Outro: 1,00; Engajamento: 6,00; Ver rotas: 1,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-03-14,32,535,"5,98%",BRL,"0,65","20,84","2,00",0,"10,42","6,25%","Contato: 2,00; Engajamento: 14,00; Leads de mensagens: 2,00; Visualização de página: 2,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-03-31,32,912,"3,51%",BRL,"0,67","21,35","4,00",0,"5,34","12,50%","Contato: 2,00; Outro: 2,00; Engajamento: 40,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-01,32,628,"5,10%",BRL,"0,84","27,03","12,00",0,"2,25","37,50%","Contato: 6,00; Outro: 6,00; Engajamento: 21,00; Visualização de página: 4,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-07,32,666,"4,80%",BRL,"1,04","33,24","12,00",0,"2,77","37,50%","Contato: 8,00; Outro: 3,00; Engajamento: 7,00; Ver rotas: 1,00; Leads de mensagens: 1,00; Visualização de página: 3,00; Lead telefônico: 1,00",2,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-21,32,717,"4,46%",BRL,"0,95","30,28","10,00",0,"3,03","31,25%","Contato: 6,00; Outro: 4,00; Engajamento: 4,00; Visualização de página: 3,00",2,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-05,32,1.084,"2,95%",BRL,"1,01","32,39","4,00",0,"8,10","12,50%","Contato: 2,00; Outro: 2,00; Engajamento: 8,00; Ver rotas: 2,00; Visualização de página: 2,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-19,32,863,"3,71%",BRL,"1,18","37,76","9,00",0,"4,20","28,13%","Contato: 5,00; Outro: 4,00; Engajamento: 7,00; Ver rotas: 1,00; Visualização de página: 2,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-07,32,1.041,"3,07%",BRL,"0,82","26,23","10,00",0,"2,62","31,25%","Contato: 6,00; Outro: 4,00; Engajamento: 31,00; Ver rotas: 2,00; Visualização de página: 5,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-13,32,1.009,"3,17%",BRL,"0,93","29,91","7,00",0,"4,27","21,88%","Contato: 3,00; Outro: 3,00; Engajamento: 3,00; Ver rotas: 1,00; Visualização de página: 3,00; Lead telefônico: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-02,31,542,"5,72%",BRL,"0,79","24,42","10,00",0,"2,44","32,26%","Contato: 5,00; Outro: 3,00; Engajamento: 12,00; Ver rotas: 1,00; Leads de mensagens: 1,00; Visualização de página: 2,00; Lead telefônico: 2,00",2,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-26,31,1.006,"3,08%",BRL,"1,22","37,89","3,00",0,"12,63","9,68%","Contato: 2,00; Outro: 1,00; Engajamento: 10,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-02,30,976,"3,07%",BRL,"0,89","26,80","5,98",0,"4,48","19,94%","Contato: 3,00; Outro: 2,98; Engajamento: 10,00; Ver rotas: 3,00; Visualização de página: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-14,30,863,"3,48%",BRL,"0,95","28,41","4,00",0,"7,10","13,33%","Contato: 2,00; Outro: 2,00; Engajamento: 9,00; Ver rotas: 1,00; Visualização de página: 3,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-08,30,607,"4,94%",BRL,"0,98","29,54","10,00",0,"2,95","33,32%","Contato: 6,00; Outro: 3,00; Engajamento: 15,00; Ver rotas: 2,00; Visualização de página: 1,00; Lead telefônico: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-04,29,522,"5,56%",BRL,"1,47","42,63","11,00",0,"3,88","37,93%","Contato: 6,00; Outro: 5,00; Engajamento: 20,00; Ver rotas: 1,00; Leads de mensagens: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-02-14,28,416,"6,73%",BRL,"0,75","20,96","4,00",0,"5,24","14,29%","Contato: 2,00; Outro: 2,00; Engajamento: 2,00; Ver rotas: 1,00; Leads de mensagens: 1,00; Visualização de página: 1,00",5,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-03,28,643,"4,35%",BRL,"0,82","22,87","12,00",0,"1,91","42,86%","Contato: 6,00; Outro: 6,00; Engajamento: 39,00; Ver rotas: 1,00; Leads de mensagens: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-23,28,620,"4,52%",BRL,"1,13","31,51","11,00",0,"2,86","39,29%","Contato: 7,00; Outro: 4,00; Engajamento: 10,00; Ver rotas: 1,00; Visualização de página: 1,00",2,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-25,28,926,"3,02%",BRL,"0,64","17,98","5,00",0,"3,60","17,86%","Contato: 2,00; Outro: 2,00; Engajamento: 24,00; Ver rotas: 1,00; Leads de mensagens: 1,00; Visualização de página: 1,00; Lead telefônico: 1,00",2,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-06,28,635,"4,41%",BRL,"1,34","37,63","15,00",0,"2,51","53,57%","Contato: 6,00; Outro: 9,00; Engajamento: 7,00; Leads de mensagens: 1,00; Visualização de página: 4,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-27,28,634,"4,42%",BRL,"1,13","31,56","8,00",0,"3,94","28,57%","Contato: 4,00; Outro: 4,00; Engajamento: 15,00; Ver rotas: 2,00; Visualização de página: 2,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-09,28,784,"3,57%",BRL,"0,88","24,66","9,00",0,"2,74","32,14%","Contato: 5,00; Outro: 4,00; Engajamento: 31,00; Ver rotas: 1,00; Leads de mensagens: 1,00; Visualização de página: 2,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-22,27,949,"2,85%",BRL,"0,75","20,16","3,00",0,"6,72","11,11%","Contato: 2,00; Outro: 1,00; Engajamento: 3,00; Visualização de página: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-01,27,711,"3,80%",BRL,"0,81","21,84","6,01",0,"3,63","22,26%","Contato: 3,00; Outro: 3,01; Engajamento: 10,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-20,26,870,"2,99%",BRL,"0,95","24,83","12,00",0,"2,07","46,15%","Contato: 5,00; Outro: 7,00; Engajamento: 48,00; Ver rotas: 3,00; Leads de mensagens: 1,00; Visualização de página: 4,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-22,26,948,"2,74%",BRL,"0,88","22,87","5,00",0,"4,57","19,23%","Contato: 3,00; Outro: 2,00; Engajamento: 21,00; Leads de mensagens: 2,00; Visualização de página: 3,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-03,26,835,"3,11%",BRL,"0,67","17,33","6,00",0,"2,89","23,08%","Contato: 3,00; Outro: 3,00; Engajamento: 29,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-27,25,766,"3,26%",BRL,"0,82","20,52","4,00",0,"5,13","16,00%","Contato: 2,00; Outro: 2,00; Engajamento: 16,00; Visualização de página: 2,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-09,24,521,"4,61%",BRL,"0,78","18,65","15,00",0,"1,24","62,50%","Contato: 7,00; Outro: 8,00; Engajamento: 1,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-30,24,553,"4,34%",BRL,"0,85","20,42","5,00",0,"4,08","20,83%","Contato: 3,00; Outro: 2,00; Engajamento: 29,00; Ver rotas: 1,00; Visualização de página: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-08,24,940,"2,55%",BRL,"1,06","25,40","7,00",0,"3,63","29,17%","Contato: 4,00; Outro: 3,00; Engajamento: 20,00; Ver rotas: 2,00; Visualização de página: 3,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-11,24,576,"4,17%",BRL,"1,01","24,20","3,00",0,"8,07","12,50%","Contato: 3,00; Engajamento: 4,00; Leads de mensagens: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-25,23,436,"5,28%",BRL,"0,74","17,09","7,00",0,"2,44","30,43%","Contato: 4,00; Outro: 3,00; Engajamento: 31,00; Ver rotas: 1,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-15,23,603,"3,81%",BRL,"0,98","22,46","11,00",0,"2,04","47,83%","Contato: 6,00; Outro: 5,00; Engajamento: 6,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-13,22,905,"2,43%",BRL,"0,80","17,61","2,02",0,"8,71","9,19%","Contato: 1,00; Outro: 1,02; Engajamento: 13,00; Leads de mensagens: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-04,20,611,"3,27%",BRL,"0,83","16,57","8,00",0,"2,07","40,00%","Contato: 4,00; Outro: 4,00; Engajamento: 5,00; Ver rotas: 4,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-16,19,375,"5,07%",BRL,"0,86","16,29","8,02",0,"2,03","42,20%","Contato: 4,00; Outro: 4,02; Engajamento: 3,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-25,19,694,"2,74%",BRL,"0,86","16,30","4,00",0,"4,07","21,05%","Contato: 3,00; Outro: 1,00; Engajamento: 33,00; Ver rotas: 1,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-20,18,624,"2,88%",BRL,"0,77","13,90","1,00",0,"13,90","5,56%","Engajamento: 21,00; Leads de mensagens: 2,00; Visualização de página: 1,00; Lead telefônico: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-13,17,549,"3,10%",BRL,"0,92","15,66","7,00",0,"2,24","41,18%","Contato: 3,00; Outro: 3,00; Engajamento: 2,00; Ver rotas: 2,00; Leads de mensagens: 1,00; Lead telefônico: 1,00",2,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-24,17,623,"2,73%",BRL,"0,82","14,02","4,00",0,"3,50","23,54%","Contato: 2,00; Outro: 2,00; Engajamento: 21,00; Ver rotas: 1,00; Lead telefônico: 0,00",3,0,0,"0,00",0,< 10%,0,0
